Id, Name, Grade_math, Grade_cs
36136,am,180,123.8
36137,fi,223.6,105.5
36138,ni,24.7,73.8
36139,mn,-3.2,70.2
36140,fj,26.5,90.4
36141,fl,-19.8,-101.6
36142,dc,-1.2,36.4
36143,ih,73.3,20.5
36144,ne,2.7,86.8
36145,kf,0,71.3
36146,am,35.4,-69.8
36147,ah,50.7,42.1
36148,db,8.9,5.9
36149,mg,-5.1,97.4
36150,aj,-5.7,15.3
36151,hl,152.4,116.7
36152,hm,17,89.1
36153,dd,81.3,42.6
36154,lh,-27.6,16
36155,ie,0,111.4
36156,hl,48.9,-13.2
36157,eh,-40.2,25.3
36158,hi,6.5,-20.9
36159,cc,-101.1,67.5
36160,jd,9.2,15.8
36161,li,-38.2,-99.5
36162,ca,13.6,33.9
36163,hh,6,98.2
36164,le,-0,33.5
36165,dh,190.6,136
36166,nn,78.2,160.5
36167,bd,89.8,76.9
36168,ci,0.3,115.5
36169,ei,77.9,39.7
36170,jk,-55.8,63.2
36171,ce,15.1,103.1
36172,gd,26.7,89.3
36173,nf,-54.7,8.9
36174,il,0.7,-27.2
36175,cm,-6.3,55.9
36176,hf,-1.5,-10.6
36177,kj,-45.8,118.9
36178,hj,175.1,115.7
36179,jn,29.3,-98.6
36180,ia,-13.2,15.9
36181,ic,75.5,-4.8
36182,lg,-172,46.3
36183,hi,6,-85.9
36184,ak,-20,66.9
36185,jj,172.1,0.3
36186,fb,161.2,82
36187,bh,93.9,29.3
36188,hi,206.3,88.8
36189,bk,65,143.1
36190,ae,35.6,37.6
36191,fj,253.2,221.7
36192,ja,-47.9,-130.9
36193,be,7.3,88.9
36194,fh,36.4,23.3
36195,mc,2.4,-0.9
36196,ja,76.7,62.7
36197,eh,16.3,-36.8
36198,an,6.9,30.9
36199,nf,102,256.1
36200,ml,229.4,52.4
36201,kc,3.6,-55.2
36202,ab,17.2,43.2
36203,je,-73.2,91.2
36204,ni,-68.1,94.4
36205,hc,-13.1,-14.5
36206,nl,-19.5,55.9
36207,ba,48.4,83.9
36208,jh,175.7,72.6
36209,dg,162.3,54
36210,en,233.5,46.9
36211,bm,-50.1,67.2
36212,ed,59.1,125.6
36213,mg,36.1,126.9
36214,ab,20.7,-45
36215,hc,-4.6,-33.7
36216,kd,144.5,259.6
36217,lf,9,-23.9
36218,ga,-30.2,78.2
36219,dh,102.6,48.7
36220,kc,-41.5,57.7
36221,hm,-2.1,53.4
36222,hh,15.9,-23.5
36223,jg,21.1,136.6
36224,gh,24.8,196.3
36225,kl,55.2,-143.1
36226,ff,97.1,1.1
36227,hc,74.6,12.9
36228,nm,35.9,-63.4
36229,mk,76.1,58.8
36230,jk,15.4,73.2
36231,gh,42.3,61.9
36232,ml,29.9,1.5
36233,da,-33.9,138.8
36234,ic,-34.5,50.4
36235,ab,37.5,81
36236,ac,-28,133.9
36237,ld,-0.3,-200.8
36238,dk,-6.5,97.5
36239,fl,65.8,102.4
36240,gg,-45.7,28.8
36241,ln,-129,69.6
36242,nj,48.3,-137.1
36243,nm,123.8,89.5
36244,da,-166.9,244.4
36245,cn,-67.2,1.2
36246,im,123.8,124.4
36247,hj,-36.4,80.5
36248,ac,13.9,56.2
36249,fe,203.6,121.6
36250,jn,-34,4.1
36251,ke,-2.7,91.4
36252,hb,5.2,87.3
36253,gh,9.3,-51.8
36254,nj,157.5,-9.9
36255,if,38.6,52.8
36256,kg,50.1,262.9
36257,ki,98.5,209.4
36258,ce,-5.9,30.1
36259,nh,19.8,-50.6
36260,fc,46.4,-3.5
36261,bj,26.9,48.8
36262,nm,146.9,233.2
36263,aa,112.9,217.8
36264,cn,55.3,30.1
36265,gl,-7.3,88.8
36266,dd,97.7,8.9
36267,gi,-18.8,-127.7
36268,cl,35.3,-60.4
36269,nm,386.3,72.6
36270,in,360.4,78.6
36271,fl,24,19.5
36272,mj,-61.5,200.6
36273,bj,2.9,4
36274,hj,-36,34.9
36275,mg,6,-174.9
36276,an,2.8,40.9
36277,id,-14.7,90.8
36278,lg,-28.5,36.1
36279,cc,32.2,12
36280,cc,-107.9,93.9
36281,ml,-84.9,142.4
36282,mm,-0.1,37.2
36283,mf,9.8,51.9
36284,cl,353.3,182.6
36285,ha,-20.8,-76.2
36286,ga,-44.7,23.4
36287,jm,92.5,267.4
36288,hg,-45.3,51
36289,ck,57.2,-12.5
36290,ai,19,40.5
36291,cd,-56.3,161.4
36292,gk,6.1,-145.1
36293,gf,-102.7,51.3
36294,ij,31.2,2.2
36295,ef,257.8,-28.5
36296,hb,177,61
36297,ig,-26.8,-73.7
36298,dh,-68.1,89
36299,mc,3.5,73
36300,ll,-43,-26.8
36301,ge,40.2,363.7
36302,eg,291.9,280.6
36303,bl,-29.8,174.5
36304,en,136.4,192.9
36305,ag,-89.3,-90.8
36306,kn,-19.4,79.4
36307,ek,-14.7,87.5
36308,da,5.3,-33.3
36309,mn,103.6,127.9
36310,hn,-0.4,16.9
36311,bf,-23.8,119.6
36312,bj,27.1,-36.2
36313,hm,13.6,160
36314,dg,-84,38.1
36315,gk,-11.9,37
36316,ih,0.3,6.1
36317,jk,-1.6,161.6
36318,nb,5,58.3
36319,bi,3.5,5.2
36320,il,-2.5,46.2
36321,ig,203.8,73.9
36322,cd,125,136.8
36323,ml,197,115.3
36324,bj,-45.4,74.2
36325,if,-54.3,87.6
36326,fi,-31.4,41.2
36327,jj,60.4,167.1
36328,aa,47.9,-67
36329,nk,169.6,13.8
36330,kk,-8.5,86
36331,gn,47,53
36332,jm,17.6,0.7
36333,fg,-5.9,13.8
36334,mj,40.7,48
36335,im,76,69.2
36336,mb,21.6,20.8
36337,db,24.1,279.2
36338,ae,-22.5,27.2
36339,ia,231.1,218.8
36340,eb,19.1,32.1
36341,di,-5.2,51.4
36342,fd,39,126
36343,ml,-107.5,56.1
36344,hk,-4.4,22.5
36345,bf,-136.7,-73.6
36346,bm,-0.5,94
36347,me,-58.1,44.8
36348,ga,69.7,61.2
36349,el,167.7,9
36350,fd,17.5,56.3
36351,nf,0.4,33.8
36352,dh,167.3,126.6
36353,dn,-90.6,17.8
36354,dh,-2.9,3.7
36355,kg,-113.8,7.3
36356,ac,46.2,18.2
36357,ll,-10.2,-50.5
36358,gk,-10.4,88.3
36359,mc,-137.6,68.5
36360,hm,4.6,66.5
36361,lm,-2.4,80.6
36362,ah,154.6,67.5
36363,kh,-8.3,79.4
36364,ce,-37.6,141.2
36365,ag,-54.8,223.8
36366,kb,71.7,49.7
36367,je,24.3,3.2
36368,an,17.1,87.6
36369,bk,16.6,-51.2
36370,dj,-45.6,15.6
36371,hd,-49.8,-150.3
36372,df,15.2,0.4
36373,eb,49.9,123.8
36374,ee,1.6,31.5
36375,ki,83.6,14.5
36376,fl,136.8,236.4
36377,cj,-16.6,51.7
36378,gh,-31,30.6
36379,gb,82.2,-60.3
36380,gb,94.5,-42.1
36381,lj,150.9,115.3
36382,dh,223.8,256.6
36383,bk,138.2,288.5
36384,de,7.4,45.1
36385,kh,-1.3,2.3
36386,ld,80.2,18.1
36387,aa,257.3,35
36388,gj,7.5,34.8
36389,jn,-18.4,37.9
36390,kn,16.8,147.7
36391,fn,19.4,38.3
36392,hf,-30.9,-41.3
36393,gc,14.9,10.5
36394,ic,280.2,155.9
36395,lm,-14.8,29.2
36396,al,43,36.5
36397,id,103.1,134.4
36398,ja,-44.6,55.6
36399,eh,108.5,-95.8
36400,ml,71.5,134
36401,bl,-41.5,59.5
36402,fi,-34.1,183
36403,cj,-43.3,48.1
36404,fc,48,28.9
36405,km,4.4,36.8
36406,ld,-32.4,51.9
36407,ke,7.3,12.4
36408,dj,29.6,27.6
36409,mg,119.8,19.3
36410,kg,191.4,222.5
36411,cd,14.5,103.1
36412,ig,48.2,172.6
36413,kl,9.8,54.8
36414,hn,10.8,14.2
36415,gi,-1.8,126.6
36416,bh,9.8,57.1
36417,gg,1.7,0.4
36418,jg,-20.7,44.7
36419,jk,-96.5,67.9
36420,mm,3.5,43.5
36421,bd,4.1,7.4
36422,kg,106.8,97.8
36423,nd,56.2,58.6
36424,fk,3.5,23.6
36425,dd,-3.7,77.8
36426,ck,-46.6,34.7
36427,mg,267.1,230.6
36428,ii,7.9,86.3
36429,gi,13.6,35.1
36430,cl,-84.5,155.5
36431,kg,-102.4,28.9
36432,nj,-63.9,-189.4
36433,gh,-5.9,-116.6
36434,fd,-22,49.9
36435,bj,72.1,-127.1
36436,gk,-55,20
36437,ig,26.6,-51.5
36438,ej,0.5,81.6
36439,nf,-68.9,53.1
36440,nk,94.6,68.2
36441,ah,148.1,44.9
36442,fc,83.5,53.2
36443,bm,113.5,7.7
36444,mm,12.6,70.1
36445,db,-22.3,63.5
36446,bm,34.1,31.9
36447,ga,-37,18.2
36448,gf,77.7,58.4
36449,hn,35.2,40.8
36450,ij,-76.1,5.7
36451,nj,-215.5,66.1
36452,di,-143.9,52.3
36453,cl,-12.9,14.3
36454,ki,7.8,17.6
36455,bn,29.6,-2.4
36456,kl,-76.8,130.5
36457,ak,54.3,-97.4
36458,lb,14.3,91.9
36459,ai,22.4,51.7
36460,ch,-13.5,89.1
36461,em,-58.6,34.8
36462,ah,-81.5,66.8
36463,nf,30.7,24.2
36464,mj,6.3,-138.4
36465,ec,136.2,144.5
36466,gi,-15.4,124
36467,ae,3.6,204.9
36468,da,-18.6,38.4
36469,bg,23.2,45.4
36470,bg,19,52.6
36471,mm,9.8,53.4
36472,jg,-39.1,144.3
36473,an,-15.9,91.9
36474,ej,-73.6,52.5
36475,dm,-4.9,172.3
36476,fe,13.4,107.7
36477,ka,138.8,56.7
36478,ad,-20.9,129.7
36479,jb,23,57.9
36480,hf,227.6,22.6
36481,hc,56.1,35
36482,bn,52.6,11.2
36483,me,2.9,33.6
36484,jf,226.1,94.9
36485,di,5.1,27.4
36486,lk,249,57.1
36487,hk,13.4,58.9
36488,lk,29.1,-53.7
36489,ic,-7.4,-38.1
36490,ee,-123,37.2
36491,hn,1,95.5
36492,nl,-93,18.3
36493,jk,153.2,128.5
36494,jm,154.9,58.9
36495,en,-11.4,50.4
36496,ej,27.2,50.8
36497,bf,12.6,13.2
36498,nj,115,288.8
36499,gg,115.6,160
36500,le,-5.2,-95.8
36501,kl,76.5,36.1
36502,ml,149.7,206.4
36503,cb,12.9,89.1
36504,fd,18,75
36505,cc,-40.8,5.3
36506,lj,-44.6,89.9
36507,ck,-53.8,49.4
36508,cf,84,237.1
36509,db,-13,-62.1
36510,cb,65,-109.5
36511,ln,67.7,105.6
36512,dm,213.4,-52.1
36513,hl,-51.2,152.6
36514,bj,0.1,63.5
36515,cn,-88.2,-52.8
36516,hc,153.1,-41.4
36517,he,-24.5,41.7
36518,dc,5.2,135.5
36519,dm,20.7,89.5
36520,ma,175.5,161.2
36521,ni,-46.9,102
36522,bk,96.7,189.4
36523,ce,-124.7,62.5
36524,fm,-4.9,122
36525,ch,-42.7,11.2
36526,hf,-22.6,55.1
36527,la,51.9,66.3
36528,ja,-40.9,-39.2
36529,ke,21.5,94.2
36530,eb,34.2,78.7
36531,ln,-32.1,62
36532,ch,53,-9.5
36533,mk,-2.8,33.4
36534,jg,7.2,91.2
36535,cj,0.3,71.1
36536,dc,-3.4,179.2
36537,dh,6.4,50.9
36538,nl,193.4,43
36539,lj,-1,-36.4
36540,fk,12.1,27.9
36541,lh,31.7,87.3
36542,il,47.1,50.1
36543,bi,43.9,-8.4
36544,lm,-108.6,70.2
36545,nl,51.3,-267.1
36546,ml,-10.9,34.2
36547,ab,15.6,23.7
36548,ea,-9.7,88.3
36549,cn,50.9,115.9
36550,im,-3.6,67.4
36551,cl,-141.7,40.2
36552,nd,-40.5,71.4
36553,kn,198.3,-22
36554,km,18.5,23.8
36555,dg,-24.8,97.1
36556,fj,162.7,190
36557,gc,2.4,123.5
36558,na,304.7,-9
36559,gf,164.3,234.4
36560,eb,12.2,10.4
36561,bc,21.9,83.7
36562,cm,-151.8,-11.9
36563,hc,-24.7,79.5
36564,mk,10.4,58.6
36565,mf,168.4,127.2
36566,mk,-16.9,-188.9
36567,mk,9.2,35.2
36568,ae,67.6,143
36569,ac,144.2,160.9
36570,nm,-113.7,-221.1
36571,hm,5.4,69.4
36572,nh,-188.3,-125.5
36573,bl,6.6,49.7
36574,dg,3.4,87.7
36575,ia,-13.3,50.8
36576,ll,153.6,313.9
36577,ni,14.6,-33.6
36578,fj,3.8,79.2
36579,ci,42.2,90.9
36580,km,-9.3,99.7
36581,jl,-34.8,48
36582,mk,-31.5,64.5
36583,en,113.8,35.6
36584,ng,79.7,-50.5
36585,cc,-37.7,93.3
36586,ka,6.8,-201.5
36587,kf,-3.8,17.2
36588,ln,70.2,7.5
36589,fh,12.1,24.9
36590,lj,-12.6,36.3
36591,il,-57.8,95.4
36592,ja,-1.7,74.8
36593,nk,106.8,209.1
36594,ne,-0.4,28.8
36595,hg,22.7,47.2
36596,mg,46.9,-95.8
36597,lm,-106,-11.9
36598,lh,-56.9,49
36599,mi,46.4,-195.7
36600,bm,168.3,164.9
36601,bb,56.2,71.8
36602,nb,2,90.8
36603,il,17.3,-12.3
36604,gc,-46.9,20.8
36605,nn,-49,10.4
36606,bh,5.2,77
36607,ef,161.5,116.6
36608,nk,26.2,20.9
36609,lm,34.8,-17.2
36610,kc,-63.9,90.2
36611,ce,20,24.2
36612,fk,-22.5,96.2
36613,gn,-6.2,67.1
36614,ef,58.3,83.6
36615,lh,121.4,72.1
36616,le,-83.6,36.1
36617,ed,70.2,78
36618,dk,14.7,30.9
36619,cl,8.2,66.2
36620,mk,45.2,80.5
36621,eh,4.4,46.9
36622,hn,-65.6,59.3
36623,dn,38.7,56.2
36624,fd,0.2,71
36625,lb,23.1,175.1
36626,gh,-51.2,40.6
36627,mg,-12.8,71.3
36628,cm,-32.5,16.3
36629,nk,1.2,55.2
36630,ie,15.3,54.1
36631,ei,-3.4,39.9
36632,hg,-72.7,-31.2
36633,ea,189.1,117.5
36634,hf,0.5,15.6
36635,hl,11.9,84.5
36636,jl,55.3,50
36637,bb,1,25.1
36638,cg,6,43.2
36639,me,-41.1,11.8
36640,ab,37.7,80.3
36641,gh,164,204.9
36642,gf,-73.5,-51.1
36643,gj,-21.9,59.6
36644,lk,-35.7,-54
36645,eb,53.6,-31.8
36646,lb,39.2,83.8
36647,cd,29.4,7.5
36648,dj,30.4,28.8
36649,ca,8.3,166.1
36650,fb,28.2,71.6
36651,md,163.5,182.6
36652,ad,0.1,-8.7
36653,ch,63.2,194.8
36654,ld,31.4,37.2
36655,lf,72.8,47.4
36656,cm,-0.4,93.3
36657,gd,19.5,152.7
36658,dl,-53.7,52.1
36659,gf,25.6,-27.7
36660,el,46.7,55.1
36661,ib,24.5,60.7
36662,fi,66.3,30.5
36663,jj,34.7,16.8
36664,nj,-3.4,340.3
36665,kc,30.2,70.4
36666,lg,110.5,292.5
36667,ja,-78.5,95.1
36668,lb,-16.2,-27.8
36669,ll,-1.6,63.8
36670,bk,70.2,5.6
36671,bk,-50,92
36672,ef,-110.7,54.9
36673,bb,259,105.6
36674,lj,-19.5,11.6
36675,ig,20.7,83.6
36676,fa,193.9,202.3
36677,jd,63.3,97.8
36678,dm,91.1,-42.7
36679,aj,-18.3,25.4
36680,kb,-30.4,58.7
36681,el,59.2,-143.6
36682,el,66,-1.5
36683,ma,-185.3,65
36684,fn,53,56
36685,cc,-28,97.3
36686,nn,208.5,196.9
36687,me,-50.3,20
36688,hi,336.9,27.2
36689,kg,-87.3,80.5
36690,gd,29.8,70.3
36691,eb,-93.2,-122.2
36692,hf,1.9,61.7
36693,mg,-22.3,-1.7
36694,ha,50.6,61.2
36695,bj,168.9,161
36696,kc,-36.2,-202.6
36697,md,25.1,172.6
36698,ba,-94.1,79.2
36699,fk,0.1,7.3
36700,da,74,159.1
36701,ec,29.7,194.9
36702,md,0.6,69.3
36703,fa,52.9,92.7
36704,kj,3,11.1
36705,dl,-21.1,33.6
36706,gi,5.5,107.2
36707,cg,10.9,39.3
36708,db,36.7,59.6
36709,ac,119.8,141.3
36710,ah,-132,-233.8
36711,ba,84.2,104.1
36712,hb,0.1,86.2
36713,ei,42.9,-38.7
36714,km,40.7,81.7
36715,gn,-51.1,51.9
36716,ia,-40,88
36717,fc,-112.6,44
36718,en,42.6,26.2
36719,ja,126,127.7
36720,ib,38.9,92.1
36721,cj,-92.9,5.2
36722,li,4.2,4.5
36723,jm,-0.1,47
36724,kh,8.2,45.7
36725,kk,5.3,48.8
36726,fe,-2.6,87.6
36727,db,-19.3,87.6
36728,mk,-66.8,53.2
36729,ln,-35.6,74.7
36730,gd,-175.2,30.8
36731,ac,-13,45.8
36732,ia,0.1,76.9
36733,cn,-3.3,-10.9
36734,fg,28.6,-63.9
36735,hk,19.3,-158.2
36736,nk,85,14.6
36737,ch,-150.1,-18.5
36738,bm,-53.5,22.5
36739,nn,223.5,-99.3
36740,dg,-15.4,1.5
36741,hf,-51.3,88.5
36742,aa,-18.5,2
36743,hn,83.4,19.2
36744,cg,24.8,107.2
36745,dc,0.7,33.7
36746,an,50.1,46.3
36747,mb,167.8,-21.8
36748,fb,-8.3,38.5
36749,mm,6.3,-151
36750,fl,16.9,79.8
36751,fd,-77.4,39.2
36752,ee,-8.6,93.8
36753,ce,-8.3,82.2
36754,lk,13.7,89.5
36755,bm,-40.1,-17.4
36756,fb,115.4,70.7
36757,kd,177.1,76.4
36758,bi,-147.6,118.2
36759,ik,18.7,12.2
36760,da,49.4,31
36761,aa,65.7,179.1
36762,fc,69.2,79.7
36763,eb,52,40.7
36764,de,13.4,-55.2
36765,kf,76.4,65.6
36766,ji,-63.8,-1.1
36767,fc,236.6,206.9
36768,hj,-54.6,4.7
36769,hn,211.8,67.4
36770,gn,98,379.1
36771,nf,27.3,-46.5
36772,ea,44.5,-71.9
36773,md,-10.7,89.7
36774,dj,48,88.9
36775,ka,-294.8,41.1
36776,kh,88.5,169.3
36777,lc,59.7,-51
36778,le,5.4,57.3
36779,mk,54.4,121.5
36780,gl,-33.7,97.2
36781,nd,240.5,1.8
36782,ie,-15,75.8
36783,li,1.7,49.9
36784,ff,-0.4,-16.3
36785,jf,80.4,205.7
36786,gi,0.5,72.5
36787,jk,-4.9,-7.9
36788,mh,8.3,61
36789,dj,250.4,70.1
36790,ce,110.5,-94.4
36791,hk,-120.2,42.9
36792,ld,-140.8,74.9
36793,ei,103.6,209.2
36794,cd,-10.3,-63
36795,ii,239.1,-56.9
36796,db,25.8,-172
36797,bn,154.2,36.3
36798,ca,-58.6,157.5
36799,bi,427.9,116.8
36800,ci,72.4,109.4
36801,bi,-3.2,65.8
36802,ng,-0.3,59.4
36803,ka,120.3,54.7
36804,fn,-52.3,24.9
36805,nd,4.5,156.4
36806,ci,11.1,88.4
36807,de,-17.9,70.1
36808,ai,204.5,-5.6
36809,ch,61.2,-3.5
36810,cc,-15.4,-159.1
36811,cg,-17.5,22.5
36812,ia,-12.6,147.8
36813,hf,0.6,99.1
36814,ih,-24.5,81.8
36815,hj,-33,81.2
36816,ci,-84.6,78.5
36817,kg,39.1,53.8
36818,bj,-38.9,101.9
36819,mm,2.8,-95.4
36820,ak,81,243.5
36821,hf,270.4,124.5
36822,fi,43.1,-39.1
36823,in,-50.6,118.1
36824,fm,35.8,-100.5
36825,kf,-0.1,-126.4
36826,mi,72.5,215.3
36827,nf,241.3,70.4
36828,kn,-55.8,189
36829,la,106,-7.5
36830,gh,24.3,54.8
36831,hi,-34.9,66.6
36832,jb,15.7,81.1
36833,je,3.3,72.2
36834,aa,-102.4,30.3
36835,lj,-35.8,166.6
36836,ma,16.6,81
36837,ih,51.8,73.6
36838,li,-9.5,121.1
36839,ka,-40.5,-56.9
36840,ic,-35.1,64.8
36841,kf,153.9,199
36842,aa,-24.1,53
36843,jc,-7.3,86
36844,gi,-108.5,35.8
36845,fe,6.1,18.1
36846,fa,-116,20.1
36847,jb,-36.7,120.6
36848,gk,-27.4,84.6
36849,nk,-15.1,-17.6
36850,fa,95.6,144.7
36851,fk,113.7,116.1
36852,ih,70.6,-112.7
36853,gh,184.2,156.2
36854,ab,150.8,266
36855,ag,44.7,144
36856,af,15.1,90.1
36857,bi,-23.1,-202.3
36858,kd,-3,-30.4
36859,ja,-105.1,31.7
36860,dc,-67.6,13.2
36861,gb,-154.4,61.3
36862,eh,172.6,-16.5
36863,hc,-107.1,3.2
36864,dn,53.2,86.9
36865,bl,-2.2,27
36866,ck,-166.5,122.2
36867,hn,191.6,101.3
36868,lh,43.1,94.4
36869,al,29.1,-82
36870,ij,32.5,35.5
36871,ad,66.5,45.5
36872,lb,46.8,118.4
36873,cg,26,0.3
36874,ll,-12,82.3
36875,lh,-2.9,82.6
36876,bf,-21.2,70
36877,hb,37.8,44.2
36878,ic,4.3,99.8
36879,na,-29.4,36.7
36880,dg,-129,163.6
36881,ia,-131.9,2.3
36882,cj,13.1,18.6
36883,ei,6.4,91.3
36884,hg,92.5,28.8
36885,en,43.4,121.4
36886,bm,-2.8,-93.6
36887,cn,3.4,-93
36888,nn,-2.4,-21.7
36889,bl,209.2,76.2
36890,di,9.6,29.7
36891,ak,64.4,64.7
36892,di,2.9,95.6
36893,fg,44.3,-13.7
36894,nn,17,-4.1
36895,je,15,-27.2
36896,fc,79.4,31.3
36897,la,-50.6,15.1
36898,an,322,62.4
36899,if,50,57
36900,ei,14.6,-46.2
36901,ne,1.6,158.2
36902,fn,182.4,248.6
36903,fl,22.1,146.2
36904,kh,27.4,154.6
36905,bn,2.3,74.9
36906,he,19.6,-237.4
36907,fe,75.1,136.7
36908,am,84.2,137.6
36909,bc,29.7,70.7
36910,jm,104.1,27.7
36911,gc,69.7,82
36912,em,-86.7,189.9
36913,ig,25,0.7
36914,dj,-34.4,-176.4
36915,ih,-41.3,-10.5
36916,gg,14.2,92.7
36917,fj,-49.6,61.2
36918,hm,44.1,145.7
36919,fg,19.7,71.5
36920,ej,9.4,97.4
36921,dd,-173.5,41.4
36922,mn,54,328.6
36923,ij,-116.7,51.6
36924,cf,-34.2,147.2
36925,cj,131.9,49.2
36926,mi,-26.3,86.2
36927,mi,-73.4,-32.6
36928,cf,-49.4,18.3
36929,ji,0.5,11.2
36930,gn,19.1,19.2
36931,cb,-7.8,-147.9
36932,hi,-2.6,16.6
36933,dj,78.8,27.7
36934,nk,104.9,112.8
36935,gf,-58.8,-39.1
36936,ka,-9.2,-12.8
36937,bi,-17.9,50.3
36938,aj,416.8,167.1
36939,bm,-73.1,82.7
36940,ag,-13.4,4.8
36941,nl,-7.6,49.2
36942,fh,172.1,-28.7
36943,ec,-7.4,17.4
36944,ah,10.3,-123.7
36945,je,64.6,15.1
36946,ll,27.1,-9.5
36947,mn,114.4,36
36948,ak,5.8,13.8
36949,if,101.8,-17.7
36950,dn,31.7,16.2
36951,lb,27.8,131.6
36952,bf,-48.6,141.2
36953,de,141.7,184.5
36954,cb,-12.5,42.4
36955,mk,-102.6,57.4
36956,dk,-13.1,-31
36957,ge,25.6,71.7
36958,ic,254.6,68
36959,mc,-25.9,23.6
36960,dn,5.1,62.1
36961,bj,9.8,100.4
36962,ai,-6.8,-82.6
36963,lj,-48.5,61.3
36964,nl,125.3,147.9
36965,hj,138.6,148.6
36966,cn,251,-104.4
36967,hb,3.1,58
36968,mg,-15.1,52.6
36969,lk,108.1,160.7
36970,ac,41.4,13.6
36971,ne,1,5.8
36972,gn,-47.7,-139.2
36973,ed,-3.2,24.8
36974,fe,-13.5,-53.3
36975,ff,-12.4,165.2
36976,bm,24.3,47.6
36977,ha,8.7,262
36978,jl,177.3,159.1
36979,eg,30.9,1.6
36980,da,22.7,239.7
36981,fc,162.3,121.7
36982,hl,-73.2,82.2
36983,il,14.6,117.3
36984,hc,-130.1,-68.1
36985,mh,-113,-72.2
36986,ai,212.7,-102.9
36987,jf,-2.3,45.3
36988,dn,105.1,326.5
36989,ag,-4.9,121.5
36990,ff,-58.5,87.9
36991,ni,-17.3,58.6
36992,hd,137.3,281.8
36993,ch,-3.9,84.6
36994,kc,45,-89.2
36995,hb,103.6,165.2
36996,kn,16.4,62.5
36997,kc,38.9,95
36998,gc,112.3,68.6
36999,jb,-109.6,1.5
37000,he,-3,19.7
37001,gm,103.4,73.5
37002,dm,20.8,-1
37003,jf,108.1,242.3
37004,fj,8,26.9
37005,hn,134.1,112.6
37006,if,259.5,-81.5
37007,gn,-0,32.7
37008,gc,7.5,71.9
37009,bf,4.3,57.4
37010,ea,3.2,73.1
37011,mn,-95,88.4
37012,bj,49.3,65
37013,bf,6.9,49.8
37014,af,9.8,11.4
37015,dm,0.8,42.3
37016,bk,1.1,-192.9
37017,ha,-53.5,18.6
37018,cg,27.7,61.3
37019,fn,115.2,-264.2
37020,ma,-135,9.3
37021,nd,26.9,27.4
37022,ci,0.5,59.9
37023,ac,73.3,131.2
37024,bh,-2.8,-10.8
37025,ch,-42,45.8
37026,al,-10.2,9.5
37027,gn,-14.2,147.8
37028,nk,34.4,260.7
37029,ag,-57.3,27.9
37030,hf,179.4,75.8
37031,ie,34.8,-43.2
37032,eb,16.5,51
37033,hh,86,103.5
37034,hh,5,48.6
37035,gd,-17.2,-71
37036,lm,174.2,59.4
37037,ei,142.9,-0
37038,ml,31.5,79.7
37039,hh,2.3,-51.5
37040,mj,-6.9,-120.3
37041,mb,4.4,38.3
37042,fa,84.4,46
37043,ei,-3.1,-68.1
37044,ka,7.6,21.8
37045,ea,76.4,79.6
37046,ie,-24,49.9
37047,hb,-129,93.6
37048,nk,-54.9,17.9
37049,kh,143,238.5
37050,cn,343.2,115.5
37051,mc,-10.2,14.5
37052,mh,131.6,248.2
37053,cg,-2.7,91.9
37054,fb,101.1,-2.2
37055,bn,22.5,-34.1
37056,hh,245.4,108.4
37057,le,-13.3,46.1
37058,fi,29.2,-11
37059,jd,62.4,-37.3
37060,fd,25.4,28.8
37061,dm,-58.9,46.8
37062,ij,102.8,-42.2
37063,mc,-16.8,5.4
37064,kf,51.4,73.7
37065,gn,-38.7,68.4
37066,in,44.7,232.4
37067,dm,34.2,94.3
37068,lj,-23.8,67.5
37069,bn,197.9,356.7
37070,mb,224.3,34.2
37071,bg,127.3,136.6
37072,ln,-62.3,85.8
37073,ki,46.5,47.6
37074,ik,-28.7,77.1
37075,mh,261.8,182.1
37076,mm,12,-244.6
37077,gi,-2,2.8
37078,cj,-0.7,27
37079,dc,68.2,-111.3
37080,le,75.9,-19
37081,fc,-1.9,5.5
37082,kf,-16.5,-43.7
37083,mi,5.4,-73.4
37084,bj,-124.8,90.1
37085,bg,88.8,-119.4
37086,jb,-5.4,11.4
37087,jd,48.2,248.4
37088,cf,-27.8,1.9
37089,nc,142,74.8
37090,km,53.8,88
37091,bf,-22.8,37.8
37092,ff,132,39.1
37093,mm,125.9,-42.1
37094,if,38.8,98.5
37095,ia,111.8,-70.1
37096,nh,192.6,288.4
37097,de,41.4,-35
37098,ja,60,148
37099,mh,-5.5,-107.2
37100,ae,-47.9,61
37101,il,120.9,55.9
37102,hf,161.5,250
37103,cj,-0.2,51.2
37104,nm,15.4,-75.9
37105,hm,98.2,8.5
37106,fn,93.9,24.3
37107,df,4.5,64
37108,em,29.6,75.8
37109,fj,46.6,-18.6
37110,li,-19.5,13
37111,in,25.7,200.5
37112,ld,4.3,6.4
37113,ac,24.2,74.6
37114,gc,-1.8,-45.4
37115,kf,-1.7,-44.5
37116,de,173.3,30.7
37117,ne,26.6,4.3
37118,gi,-21.8,-75
37119,mc,-6.7,78.3
37120,ej,15.1,16
37121,id,-4.9,85.7
37122,jb,136.4,102
37123,ea,-90.3,-112.6
37124,dg,-56.6,-84.4
37125,fm,8.4,33.4
37126,ib,146.1,83.5
37127,hj,-22.1,44.6
37128,ek,9.6,-24.1
37129,fc,-27.6,51.9
