Id, Name, Gender, Grade_math, Grade_cs
40134,lm,M,0.86589354,70.66455
40135,gi,F,0.0,0.0
40136,il,M,15.2,91.2
40137,fh,M,8.5,65.1
40138,me,M,16.0,73.9
40139,jb,F,33.8,2.4
40140,ng,M,35.9,12.6
40141,kh,F,22.2,12.6
40142,id,M,22.5,11.225927
40143,gk,F,19.4,6.8
40144,lk,F,38.5,17.1
40145,ff,M,19.3,95.9
40146,ai,F,28.0,9.2
40147,ck,M,27.2,3.0
40148,le,M,1.4,9.0
40149,mn,M,9.4,50.6
40150,cd,M,98.9,26.1
40151,bd,F,13.5,6.0
40152,li,F,3.1,0.2
40153,hb,M,27.4,14.5
40154,bj,M,12.4,0.7
40155,dm,F,1.1,0.9
40156,jh,F,15.5,2.2
40157,lf,M,46.7,53.0
40158,cm,F,16.6,5.3
40159,ia,F,8.1,4.0
40160,ha,F,13.3,0.4
40161,lh,M,76.2,75.0
40162,lm,M,39.5,99.1
40163,fg,F,11.8,4.8
40164,ia,F,1.4,0.9
40165,ek,M,8.6,8.7
40166,kf,M,10.0,46.3
40167,kc,M,6.4,68.5
40168,je,F,1.6,0.2
40169,he,F,10.2,5.4
40170,fn,M,74.9,79.084946
40171,li,M,1.1,57.858463
40172,gn,M,22.6,62.502937
40173,cn,M,22.6,1.5
40174,jc,M,69.8,97.8
40175,da,M,89.8,5.3
40176,ka,M,35.5,8.9
40177,ac,M,36.278805,78.64245
40178,gj,M,11.3,4.9
40179,na,F,18.7,13.2
40180,nd,M,3.5,18.2
40181,ec,M,40.33707,66.5
40182,fm,F,31.2,19.5
40183,ii,F,6.9,1.9
40184,bj,F,68.7,48.8
40185,jb,F,2.9,2.5
40186,bi,F,1.8,1.3
40187,hi,F,13.9,5.4
40188,nd,M,38.182735,54.652073
40189,nh,M,17.6,0.8
40190,bh,M,52.6,0.5
40191,ji,M,79.4,66.4
40192,ba,M,70.0905,38.1
40193,ja,F,3.0,2.6
40194,kf,F,95.9,6.0
40195,je,F,24.6,13.6
40196,bb,F,16.5,0.4
40197,fd,M,32.3,34.5
40198,be,M,16.3,48.3
40199,gf,F,1.4,0.6
40200,ee,F,0.6,0.6
40201,dm,M,48.2,45.776234
40202,jd,F,15.1,10.6
40203,hk,M,5.3,42.7
40204,mf,M,88.0,0.9
40205,cj,F,4.9,1.8
40206,eb,F,25.5,5.6
40207,dd,M,28.0,18.1
40208,jg,M,24.0,20.1
40209,db,M,61.7,75.3
40210,ka,M,58.9,1.2778922
40211,cj,F,26.2,22.2
40212,ll,M,41.2,51.028934
40213,cf,F,30.0,28.5
40214,gb,M,5.4,82.0
40215,ke,F,10.2,5.9
40216,al,F,47.2,9.4
40217,lk,F,42.7,31.9
40218,kn,F,4.2,1.8
40219,lc,F,39.2,27.3
40220,kb,F,27.1,9.9
40221,gm,F,31.5,16.1
40222,bf,F,7.8,5.6
40223,eb,M,24.757282,45.2
40224,hg,M,59.6,31.060575
40225,fa,F,22.150675,72.5
40226,gh,M,3.0,4.0
40227,kg,F,6.3,3.7
40228,ai,M,0.9,63.1
40229,cf,F,1.9,0.4
40230,ln,F,0.9,0.4
40231,jf,M,48.8,82.8
40232,dm,M,0.8,86.1
40233,gb,M,12.92187,3.2
40234,dg,M,8.0,38.3
40235,nd,F,2.8,2.5
40236,cn,M,16.5,10.8
40237,nl,F,0.8,0.4
40238,hg,M,35.2,27.0
40239,ci,M,67.1,32.9
40240,id,F,33.3,6.3
40241,mf,F,26.0,18.3
40242,hk,M,13.8,14.3
40243,nl,M,0.2,2.2
40244,nn,M,77.391945,68.3
40245,fl,F,32.0,19.1
40246,ad,M,43.09752,34.228718
40247,mn,M,21.8,20.221613
40248,im,F,20.1,10.9
40249,ia,F,13.9,5.2
40250,kc,F,24.7,17.5
40251,nm,F,2.1,1.2
40252,fh,F,20.0,9.7
40253,fi,F,24.2,1.2
40254,ka,F,9.5,6.0
40255,eh,F,24.4,16.6
40256,bk,F,22.1,3.1
40257,ke,F,30.5,10.3
40258,jh,M,55.8,30.8
40259,jl,F,23.4,4.3
40260,bb,M,17.5,16.9
40261,ah,M,92.9,34.9
40262,af,F,7.0,2.5
40263,gg,F,22.4,8.1
40264,bk,F,8.9,3.4
40265,eh,M,27.2,32.5
40266,ie,F,14.8,1.9
40267,kh,F,6.7,2.8
40268,bg,M,70.5,77.1
40269,db,F,60.8,39.7
40270,ej,F,7.8,0.7
40271,ca,M,45.5,89.575294
40272,kh,F,52.6,8.0
40273,ej,F,43.7,16.8
40274,jk,F,59.4,7.1
40275,ed,M,0.6,81.477356
40276,db,M,55.9,78.9
40277,cm,M,6.3293624,57.2
40278,bm,F,9.8,3.7
40279,fi,F,18.5,1.0
40280,ei,F,16.7,8.6
40281,fh,F,8.2,6.7
40282,db,F,18.8,5.7
40283,ng,M,71.5,23.5
40284,hh,F,18.6,9.2
40285,kj,M,1.2,38.9
40286,ll,F,14.7,6.4
40287,kb,M,12.767738,48.6
40288,ni,F,5.2,3.5
40289,ed,F,0.6,0.6
40290,ce,F,30.9,3.6
40291,hb,F,90.4,68.0
40292,in,F,0.1,0.1
40293,la,M,46.0,41.4
40294,ih,M,50.071266,90.6
40295,bn,M,52.3,10.43768
40296,md,M,12.0,61.9
40297,cd,M,19.2,59.2
40298,fb,F,14.1,12.4
40299,fe,F,14.7,3.0
40300,db,F,9.9,9.7
40301,cm,F,43.5,16.4
40302,cl,F,16.8,5.0
40303,jl,M,0.2,7.4
40304,dc,F,46.7,32.9
40305,eb,M,20.2,12.3
40306,je,F,2.2,0.6
40307,gl,M,22.1,88.7
40308,kh,F,21.1,18.0
40309,kg,M,6.2,22.0
40310,ai,M,0.3,95.8
40311,if,M,9.7,11.8
40312,kj,F,16.7,2.5
40313,id,M,16.4,57.9
40314,kj,M,15.0,42.9
40315,nk,F,12.2,4.5
40316,fi,F,0.2,0.1
40317,jf,M,47.287807,97.0
40318,am,F,9.7,5.9
40319,hm,F,5.5,4.9
40320,ab,M,5.4,3.8
40321,if,M,14.7,14.3
40322,fh,F,18.7,8.9
40323,kn,F,4.2,3.3
40324,ai,F,2.7,1.7
40325,ik,F,20.7,17.3
40326,ja,M,86.971115,40.7
40327,fm,F,19.9,5.9
40328,in,F,4.0,2.9
40329,ec,F,1.7,0.1
40330,ac,F,30.6,28.4
40331,en,F,15.8,14.8
40332,ne,F,1.2,1.0
40333,fh,M,4.2,11.1
40334,ci,M,0.0,52.0
40335,li,M,21.1,46.0
40336,ed,F,8.5,4.9
40337,in,F,25.7,14.2
40338,nm,F,7.8,4.0
40339,in,M,9.5,37.3
40340,ii,F,3.7,1.1
40341,kn,M,1.9,61.0
40342,il,F,17.483566,48.0
40343,kl,F,5.0,2.2
40344,eb,F,17.0,5.8
40345,el,F,1.2,0.2
40346,id,F,5.0,3.5
40347,mg,M,25.2,3.9
40348,nd,M,0.8,83.02857
40349,ad,M,94.1,4.8
40350,in,F,25.5,2.9
40351,ii,F,40.4,29.6
40352,bm,M,24.1,80.6
40353,fa,F,59.0,4.7
40354,el,M,32.8,84.2
40355,af,M,16.0,32.63691
40356,jk,M,14.4,28.7
40357,lj,M,75.81737,84.4
40358,ie,M,35.819492,11.723382
40359,af,F,32.1,25.6
40360,in,F,15.7,12.4
40361,ej,F,27.3,13.7
40362,ih,F,9.9,0.9
40363,fg,F,58.0,44.9
40364,kl,F,0.2,0.1
40365,ik,M,88.5,18.8
40366,ii,F,87.9,87.0
40367,lb,M,19.0,70.9
40368,fm,F,6.1,2.6
40369,ig,F,13.8,11.7
40370,ei,M,77.2,32.6
40371,hg,M,28.2,40.7
40372,ca,M,28.7,10.012383
40373,ac,F,1.7,0.3
40374,ak,F,6.7,0.4
40375,jd,F,8.9,1.6
40376,mc,F,0.8,0.6
40377,lm,F,25.1,1.2
40378,gh,F,67.5,25.4
40379,hi,M,2.0,12.5
40380,fh,F,2.4,0.8
40381,hg,M,13.0,34.7
40382,kd,M,26.1,35.37023
40383,ld,F,16.8,2.9
40384,jb,M,71.2,50.109657
40385,ga,F,60.2,20.8
40386,jb,M,14.2,70.4
40387,mn,M,4.4,2.3120744
40388,hi,M,14.353871,10.8
40389,if,M,14.0,8.5
40390,cn,F,6.8,2.0
40391,bk,M,0.3,1.8
40392,lf,F,27.0,2.6
40393,ce,F,16.7,3.3
40394,bg,M,30.44823,35.4
40395,gi,F,7.0,3.3
40396,bn,M,3.1,50.602768
40397,mk,F,0.4,0.2
40398,bn,M,62.330433,97.844505
40399,fa,M,25.7,57.2
40400,bf,F,6.0,5.8
40401,gc,F,4.9,3.4
40402,gk,F,1.6,0.8
40403,fc,M,18.4,24.8
40404,if,M,64.8,34.3
40405,jj,M,17.6,37.4
40406,gb,F,2.7,1.6
40407,ak,M,4.4,10.9
40408,bc,M,6.1,73.5
40409,mb,M,6.8,75.5
40410,cm,M,14.6,19.0
40411,ck,F,32.6,23.0
40412,gd,M,35.116096,70.9
40413,cd,F,66.3,2.6
40414,mj,M,61.8,71.1
40415,he,M,9.2,8.4
40416,lk,M,1.4,61.3
40417,dk,M,15.4,81.0
40418,hd,M,38.8,85.0
40419,jh,F,31.8,21.5
40420,jd,F,36.7,25.5
40421,ee,F,3.4,2.2
40422,nf,M,53.4,71.5
40423,nc,M,52.1,86.4
40424,mj,M,55.91993,39.6
40425,ja,M,2.9,27.3
40426,hd,F,29.1,21.2
40427,bk,M,33.6,43.860573
40428,eh,M,17.398773,3.3
40429,bg,F,48.6,3.0
40430,lj,F,6.9,1.7
40431,bl,M,4.7,3.2
40432,jc,M,1.8,41.7
40433,cd,M,31.3,9.5
40434,kb,M,0.0,21.8
40435,li,M,3.8,72.55733
40436,if,F,0.8,0.3
40437,jb,F,6.4,4.4
40438,nn,M,1.6,1.9
40439,ae,M,12.5,44.9
40440,hd,M,28.302639,93.4
40441,kc,F,23.7,5.8
40442,ff,M,14.5,88.1
40443,ie,F,3.5,0.7
40444,ki,F,43.1,2.3
40445,fi,F,17.8,8.0
40446,fk,M,22.9,29.3
40447,mh,F,17.1,2.7
40448,fk,M,65.6,48.9
40449,ia,M,61.5,11.0
40450,li,M,0.5,11.209062
40451,nh,F,10.9,4.6
40452,hd,M,3.7,39.6
40453,ni,F,9.5,0.3
40454,lk,F,14.9,7.6
40455,bf,M,34.3,39.6
40456,gb,F,14.2,5.1
40457,aa,F,32.2,17.4
40458,nl,M,98.8,25.0
40459,ed,M,89.45067,65.2
40460,ga,F,14.8,14.3
40461,cb,M,8.2,5.6
40462,ik,M,40.2,17.3
40463,kn,M,39.4,84.9
40464,ii,M,24.2,9.7
40465,fh,F,73.8,46.6
40466,lg,F,40.0,18.9
40467,gj,F,8.9,6.9
40468,ah,M,95.2,65.423515
40469,hi,F,20.5,3.5
40470,lm,F,0.5,0.1
40471,lg,F,23.2,12.9
40472,ik,F,40.7,12.6
40473,hg,F,18.6,1.4
40474,il,F,8.7,5.4
40475,lg,F,2.0,1.6
40476,hj,M,99.5,48.6
40477,ga,M,7.9,67.6
40478,cd,F,12.6,4.3
40479,jh,M,61.2,16.6
40480,nj,M,55.6,1.2
40481,li,M,27.827236,0.0082332725
40482,ba,M,48.6,96.0
40483,ci,M,8.5,0.3
40484,lk,M,36.0,87.3
40485,ee,F,28.4,24.0
40486,jl,F,0.4,0.1
40487,jm,M,49.0,41.9
40488,fj,F,9.8,5.5
40489,jh,M,33.244644,75.6
40490,hc,F,0.1,0.0
40491,ld,M,78.4,45.1
40492,hc,M,9.3,38.3
40493,ll,F,16.8,0.8
40494,lh,M,24.0,17.9
40495,aa,F,12.6,2.1
40496,lk,F,0.0,0.0
40497,fk,M,22.712826,44.541245
40498,dd,F,49.2,0.3
40499,aa,M,46.3,63.9
40500,el,M,41.5,50.7
40501,aj,F,50.7,33.8
40502,af,M,1.0,54.3
40503,cn,M,6.0,67.1
40504,ce,F,8.6,8.2
40505,kg,M,20.1,69.9
40506,jj,F,57.0,37.0
40507,eh,F,0.9,0.4
40508,il,M,28.6,1.3
40509,ha,M,23.224874,52.149635
40510,ff,M,9.7,42.9
40511,hl,M,46.9,35.1
40512,nl,F,28.8,18.7
40513,ee,M,11.4,56.0
40514,mh,F,12.5,12.1
40515,ka,F,5.9,0.1
40516,je,M,33.6,5.6100783
40517,na,F,16.4,6.5
40518,fl,M,19.3,13.1
40519,lm,F,4.2,2.2
40520,ik,M,8.5,27.0
40521,md,M,1.4,35.989708
40522,fg,M,0.2,78.3
40523,he,M,1.0,98.296745
40524,je,M,46.7,16.2
40525,md,F,1.0,0.4
40526,eb,F,18.2,14.0
40527,ka,M,89.5,87.8
40528,im,M,93.14356,75.5
40529,ge,M,62.8,2.9
40530,jm,M,58.33633,83.13865
40531,ie,F,10.2,6.6
40532,mi,F,41.6,19.8
40533,gj,F,21.5,20.4
40534,bj,M,20.804396,42.604645
40535,ae,F,10.2,6.8
40536,cj,F,5.1,2.5
40537,cb,F,6.9,1.6
40538,na,F,5.1,0.0
40539,jc,M,1.3,67.8
40540,hc,F,0.0,0.0
40541,ee,F,5.5,1.5
40542,ea,F,5.8,4.3
40543,gh,F,0.0,0.0
40544,lc,F,3.3,1.9
40545,dc,M,39.6,88.992714
40546,bc,M,34.7,28.7
40547,cc,F,1.1,0.6
40548,ci,M,54.4,15.3
40549,fd,F,11.9,6.9
40550,dm,F,90.1,75.4
40551,bf,F,20.0,10.2
40552,hk,F,13.0,10.9
40553,fb,F,1.3,0.5
40554,ad,F,1.7,1.4
40555,ed,F,46.7,30.4
40556,ja,M,80.3,33.206944
40557,ik,M,2.1,39.6
40558,ja,F,3.7,2.1
40559,nn,M,81.7,17.2
40560,en,M,0.2,6.0987945
40561,gc,F,2.5,1.7
40562,nb,M,70.38577,67.9
40563,je,M,22.3,37.6
40564,il,M,1.5,45.4
40565,eh,F,48.5,30.5
40566,dl,F,0.1,0.1
40567,lc,F,2.7,0.2
40568,ee,F,43.0,20.0
40569,kc,F,18.8,2.8
40570,id,M,33.8,29.8
40571,kn,F,24.9,14.0
40572,an,F,26.3,12.6
40573,ie,F,33.8,13.8
40574,na,M,9.5,7.8
40575,km,F,2.4,1.2
40576,bn,M,97.3,77.7
40577,fn,M,70.4,18.4
40578,dd,M,14.1,63.0
40579,fk,F,8.5,0.7
40580,he,M,3.7,71.4
40581,ik,M,52.0,70.1
40582,ak,F,21.2,4.5
40583,jf,M,75.98814,54.9
40584,nb,F,7.9,2.3
40585,il,F,16.8,2.4
40586,fd,F,8.7,6.9
40587,ng,M,8.3,77.8
40588,fj,M,33.7,63.2
40589,hh,M,7.1,4.6
40590,dk,F,3.8,3.0
40591,ff,M,10.6,57.9
40592,cm,F,19.0,15.2
40593,ii,M,52.2,33.59807
40594,lf,F,59.1,25.7
40595,mb,F,34.4,23.7
40596,mg,M,31.1,46.1
40597,ne,M,9.9,20.3
40598,nh,F,2.5,0.4
40599,eg,M,34.5,71.0
40600,eb,M,19.2,42.5
40601,ef,F,3.9,0.1
40602,ge,F,6.6,4.7
40603,dd,F,24.6,3.1
40604,dc,M,52.3,24.9
40605,gi,F,11.8,0.7
40606,nk,F,6.2,0.7
40607,nm,M,18.2,11.451125
40608,in,M,18.0,74.1
40609,nl,F,7.3,2.9
40610,hh,M,77.9,53.2
40611,ab,M,33.6,62.0
40612,ci,F,8.0,2.3
40613,lc,F,2.5,1.2
40614,jn,F,30.2,22.7
40615,hi,F,25.7,11.9
40616,eh,M,73.2,43.095856
40617,fn,F,78.8,25.4
40618,id,F,41.8,8.9
40619,nk,M,7.4,13.9
40620,jc,M,94.6,79.1
40621,hl,F,21.9,17.7
40622,eg,F,14.8,9.5
40623,bk,F,3.2,1.9
40624,kn,M,28.6,60.2
40625,bf,F,50.7,27.4
40626,ne,M,0.4,29.2
40627,kg,F,6.4,2.1
40628,al,M,3.8,12.4
40629,lf,M,12.5,70.2
40630,hf,M,98.7,73.88887
40631,ak,F,3.4,0.6
40632,kn,F,0.7,0.5
40633,ln,M,67.7,51.5
40634,bd,F,4.9,3.0
40635,ci,M,24.7,26.2
40636,hc,F,3.9,3.4
40637,hg,F,0.8,0.1
40638,ec,M,4.3,73.5
40639,cg,M,16.1,6.7
40640,nl,M,28.5,80.3
40641,aa,F,17.5,4.8
40642,il,M,19.1,49.6
40643,da,M,8.891095,33.0
40644,nk,M,45.6,24.5
40645,ng,F,15.8,12.6
40646,gf,M,8.6,66.1
40647,if,M,25.2,23.8
40648,fn,F,17.3,6.4
40649,jb,M,57.5,78.48038
40650,gh,F,10.6,6.2
40651,kc,M,1.9,59.4
40652,eh,M,69.0,7.5
40653,mf,M,2.9,6.2
40654,df,M,8.2,79.3
40655,jd,M,38.3,70.1
40656,je,M,30.7,15.4
40657,nl,M,99.14192,64.7
40658,kc,F,14.7,9.4
40659,ng,F,0.4,0.3
40660,an,M,9.9,37.7
40661,em,F,1.2,0.3
40662,ag,F,1.7,1.1
40663,jd,F,3.6,1.4
40664,nf,F,1.7,0.1
40665,mm,F,34.8,16.1
40666,kd,F,11.7,1.6
40667,lg,M,54.9,64.0
40668,ij,M,48.9,96.8
40669,en,F,10.4,4.0
40670,fd,M,2.5,19.8
40671,dj,M,55.0,4.3
40672,ed,M,16.1,9.7
40673,me,F,62.7,8.4
40674,nd,F,32.5,23.5
40675,hc,F,3.3,0.8
40676,lh,F,60.4,59.5
40677,dl,F,2.1,1.8
40678,bi,M,49.7,84.3
40679,ga,F,34.4,23.2
40680,mb,F,13.3,3.3
40681,gc,F,5.3,0.5
40682,cj,F,22.9,12.4
40683,ma,M,17.996685,23.8
40684,fj,M,51.0,24.2
40685,nb,F,24.7,20.1
40686,cm,M,10.9,68.3
40687,dh,M,16.1,34.4
40688,df,F,18.3,3.4
40689,id,M,27.5,96.2
40690,ll,M,30.2,11.8
40691,am,M,0.6,42.4
40692,hn,M,40.3,35.2
40693,fa,M,99.39611,51.2
40694,kc,M,0.6,40.3
40695,mf,F,46.6,36.5
40696,ke,F,8.0,0.8
40697,fj,F,1.1,0.1
40698,ba,M,25.8,2.4
40699,hm,F,26.8,6.2
40700,em,M,24.3,59.6
40701,dd,M,27.9,5.4
40702,hh,M,0.1,48.6
40703,ik,M,11.9,63.3
40704,db,M,1.9,44.5
40705,ld,F,24.4,19.6
40706,he,M,28.3,91.4
40707,fc,M,62.0,32.828472
40708,la,F,38.4,9.9
40709,nd,M,24.7,56.3
40710,gn,F,16.1,9.1
40711,gk,F,42.5,15.4
40712,la,F,42.6,24.3
40713,aj,F,13.3,0.4
40714,fj,F,12.6,9.6
40715,be,M,22.5,58.3
40716,ca,F,0.2,0.1
40717,gd,M,2.0,39.2
40718,lj,F,2.2,2.1
40719,jl,F,27.0,15.3
40720,eg,M,37.6,13.5
40721,lb,F,3.8,1.3
40722,ac,F,1.2,0.5
40723,bn,F,7.0,2.9
40724,fi,F,0.0,0.0
40725,he,M,34.675724,82.9
40726,nk,F,50.4,34.7
40727,cn,F,49.3,28.3
40728,kl,F,39.9,11.4
40729,kn,M,8.6,62.7
40730,in,F,3.6,0.2
40731,bl,F,22.5,0.1
40732,gk,F,3.2,2.5
40733,da,F,64.4,33.5
40734,gd,F,3.6,1.5
40735,ne,M,0.4,63.3
40736,ca,F,44.1,39.2
40737,lj,M,1.6,25.6
40738,im,F,3.6,0.1
40739,lg,F,48.9,42.0
40740,ji,F,50.5,50.4
40741,lm,F,28.2,2.9
40742,ce,M,24.9,35.508938
40743,ga,F,16.9,9.6
40744,km,M,6.4,97.59509
40745,nk,F,14.4,1.6
40746,nd,F,24.1,13.2
40747,dk,M,40.01209,70.3
40748,af,M,0.9,92.7
40749,mm,M,9.1,1.3
40750,im,M,93.6,28.914648
40751,ef,M,97.9,62.2
40752,dk,M,38.99116,85.2
40753,ki,F,26.0,15.0
40754,mc,M,51.8,33.045986
40755,ic,M,63.0,72.86997
40756,bf,M,0.9,24.1
40757,jc,M,57.3,44.0
40758,di,M,15.8,33.9
40759,nl,F,11.9,3.9
40760,ka,F,41.3,10.5
40761,cl,M,78.2,29.60757
40762,jc,F,1.9,0.0
40763,ka,M,7.2504344,64.6
40764,bh,F,3.2,1.5
40765,dk,F,11.7,6.3
40766,dk,F,49.7,34.1
40767,gk,F,67.5,26.2
40768,lj,M,35.51847,91.3
40769,ec,M,8.6,36.4
40770,ei,F,58.6,51.7
40771,na,M,31.4,72.5
40772,ij,F,60.9,1.5
40773,md,M,61.3,61.5
40774,ll,M,49.9,12.2
40775,kl,M,63.2,4.8
40776,ic,F,6.6,4.7
40777,bf,M,8.0,28.2
40778,dn,M,83.5,64.5
40779,kl,M,67.4,40.9
40780,aa,M,15.422804,15.38788
40781,kf,M,0.2,47.5
40782,nk,F,4.1,1.8
40783,ee,M,4.4232936,18.7
40784,hj,M,13.2,14.6
40785,cj,M,4.4,53.4
40786,el,M,80.3,5.6
40787,fn,M,78.9,37.431164
40788,if,F,9.9,5.9
40789,nj,F,41.7,8.5
40790,fj,F,1.1,0.7
40791,af,M,3.5,28.7
40792,ke,F,1.6,0.4
40793,gn,F,34.9,3.3
40794,lj,M,63.2,50.3
40795,dj,M,22.4,92.6
40796,al,F,20.4,12.7
40797,fd,F,17.9,10.0
40798,fh,M,98.4,63.0
40799,df,M,0.5,59.4
40800,hh,M,11.5,95.15769
40801,ac,M,3.2,62.8
40802,bf,M,48.158367,60.7
40803,ha,F,19.9,18.1
40804,el,F,27.0,0.2
40805,ka,M,3.9,8.1
40806,jg,M,8.1,67.4
40807,aa,F,6.0,4.1
40808,ed,M,30.1,73.2
40809,mf,M,22.0,45.7
40810,lj,M,1.0,90.2
40811,bi,F,44.8,24.3
40812,dn,M,16.2,41.8
40813,na,F,9.4,6.4
40814,jf,M,23.1,59.4
40815,gm,F,29.5,14.3
40816,cf,M,0.1,25.195028
40817,jh,F,36.2,9.3
40818,cl,M,89.4,72.6
40819,aj,F,1.2,0.9
40820,eh,F,36.7,16.2
40821,hk,F,13.0,7.4
40822,jd,M,17.2,36.5
40823,jb,M,80.8,58.4
40824,hf,M,8.0,14.6
40825,hi,M,3.6,85.6
40826,hk,M,13.8,51.0
40827,mn,M,3.3,30.4
40828,ij,F,49.9,5.9
40829,ea,M,90.2,75.9
40830,cj,M,22.6,6.9
40831,il,M,35.1,64.1
40832,be,F,21.5,17.2
40833,mj,M,0.2,53.4
40834,kj,F,37.5,32.4
40835,dm,M,26.8,92.8
40836,hj,F,0.7,0.1
40837,lh,M,61.4,94.9
40838,je,M,3.0,42.3
40839,ei,M,1.6,30.3
40840,ch,M,73.6,80.068085
40841,ah,F,3.6,1.6
40842,jf,M,86.7,88.1
40843,lm,M,27.0,6.0
40844,ha,F,37.1,26.5
40845,dc,F,7.4,4.5
40846,ck,F,6.3,1.9
40847,ka,M,91.8,55.4
40848,hd,F,34.5,1.4
40849,hc,F,52.0,34.2
40850,jc,M,3.2746155,62.22758
40851,hg,M,14.0,67.9
40852,mn,M,8.3,8.6
40853,fn,F,1.1,0.2
40854,lh,M,20.3,14.2
40855,fm,M,26.6,27.3
40856,lb,F,25.6,17.5
40857,ld,F,2.6,0.6
40858,il,M,26.2,10.9
40859,aj,M,31.9,19.7
40860,id,M,31.686228,17.24764
40861,jg,F,3.8,2.2
40862,ac,M,73.4,14.1
40863,kh,M,8.1,20.1
40864,ma,F,15.0,6.4
40865,cl,F,1.1,0.7
40866,mf,F,3.3,0.7
40867,nc,F,31.2,29.3
40868,ji,F,18.7,13.3
40869,ab,F,70.8,26.4
40870,ha,F,2.4,0.8
40871,bn,M,5.6,51.8
40872,mf,M,2.4,8.7
40873,bm,F,48.4,20.4
40874,kc,M,1.3,70.9
40875,il,F,90.7,63.6
40876,am,M,10.2,63.6
40877,ln,M,14.240651,57.5
40878,fk,F,45.3,31.2
40879,gc,F,10.4,8.1
40880,ei,F,15.6,2.0
40881,hb,F,99.8,66.3
40882,hk,M,18.2,32.0
40883,jj,M,60.3,71.8
40884,lm,M,19.3,9.8
40885,fk,F,1.4,0.4
40886,lf,M,61.8,43.1
40887,ca,M,45.7,92.8
40888,el,M,18.8,78.1
40889,ik,M,45.7,86.8
40890,gj,M,55.8,57.5671
40891,jh,M,80.80784,92.8
40892,bk,F,41.8,1.4
40893,cc,M,36.1,81.0
40894,le,F,1.3,0.9
40895,ic,M,4.8151007,10.2
40896,eg,F,7.8,2.4
40897,ee,M,2.8,68.31799
40898,cd,M,25.2,28.9
40899,ak,F,0.8,0.6
40900,ji,F,12.6,3.6
40901,gh,F,53.5,26.7
40902,dk,M,74.8,24.9
40903,fj,M,86.9,49.58247
40904,ak,M,2.1,18.5
40905,bb,F,15.0,0.4
40906,hn,M,18.0,21.230774
40907,bc,M,7.8,25.2
40908,ca,M,8.0,83.2
40909,le,F,21.8,3.4
40910,fl,F,2.2,0.9
40911,ji,F,14.1,1.4
40912,jj,M,6.8,22.1
40913,dm,F,1.4,0.8
40914,li,M,72.6,98.4
40915,id,M,59.238636,89.7
40916,fh,M,39.34412,43.4
40917,nf,F,6.2,4.6
40918,kd,M,11.6,14.0
40919,kl,F,26.1,3.6
40920,kb,M,90.2,81.7
40921,fd,F,17.7,8.2
40922,ae,M,9.8,65.71859
40923,gb,F,63.4,29.3
40924,ni,F,28.2,1.6
40925,cm,F,11.7,6.0
40926,fi,F,14.4,13.5
40927,nc,M,55.2,4.7
40928,dc,F,1.6,1.5
40929,nh,M,15.5,59.6
40930,dk,F,4.2,0.8
40931,ej,F,53.9,0.9
40932,dn,F,13.0,0.2
40933,ah,F,7.4,4.3
40934,bb,M,69.4,96.6
40935,gk,F,73.2,48.2
40936,kk,F,2.7,2.3
40937,hl,M,12.1,59.7
40938,jk,F,72.1,27.3
40939,mh,F,59.3,30.0
40940,ai,F,1.5,0.4
40941,km,M,79.292,97.2
40942,dh,M,0.4,19.0
40943,jl,M,10.88542,45.6
40944,di,M,12.3,52.0
40945,id,M,73.0,90.2
40946,in,F,18.0,0.5
40947,mc,F,19.1,11.0
40948,jd,M,15.2,14.4
40949,gk,F,13.1,8.8
40950,kn,F,44.0,17.3
40951,ab,M,2.1,49.4
40952,ih,F,7.3,0.5
40953,da,M,43.3,22.2
40954,ee,M,85.8,88.6
40955,ia,M,9.9,19.9
40956,gi,F,7.0,0.2
40957,ig,F,10.4,5.9
40958,nk,M,17.1,59.1
40959,hb,F,11.5,2.3
40960,jj,F,7.9,4.3
40961,gk,M,54.26108,13.8
40962,kh,M,11.8,13.9
40963,em,M,26.7,64.1
40964,dm,M,4.9,59.5
40965,jl,F,2.9,0.4
40966,fe,F,8.1,3.3
40967,ad,F,39.3,7.0
40968,ki,F,14.6,6.2
40969,dl,F,25.2,17.2
40970,gc,F,19.4,16.1
40971,fd,M,3.6,57.1
40972,lh,M,28.1,9.7
40973,da,F,27.1,26.3
40974,hg,M,83.1,43.2
40975,fi,F,78.9,36.7
40976,jk,F,8.8,8.4
40977,md,M,6.8937426,33.0
40978,hg,M,79.4,13.7
40979,nb,F,7.9,1.0
40980,jb,F,28.8,8.9
40981,hn,M,1.4,31.8
40982,ik,M,10.5,46.6
40983,il,F,71.8,66.9
40984,ef,F,3.5,1.1
40985,bc,M,88.4,68.1
40986,in,M,1.6,41.9
40987,fc,M,88.8,31.2
40988,mh,F,5.7,3.5
40989,ff,M,3.2,63.367153
40990,dl,M,0.8,39.8
40991,bh,F,39.6,30.1
40992,bh,F,54.3,8.3
40993,cg,M,13.1,35.4
40994,eh,M,16.2,10.8
40995,dl,M,19.7,8.0
40996,he,M,87.1,66.5
40997,ji,F,18.5,1.0
40998,nd,F,12.8,1.3
40999,jd,M,71.7,22.0
41000,kg,F,8.8,1.5
41001,ke,F,0.1,0.0
41002,hc,M,87.5,9.794035
41003,gl,F,65.1,46.1
41004,cf,M,5.4,29.1
41005,dc,M,62.1,10.8
41006,bm,M,58.1,46.0
